text,
Mantuulll,isi ini ya ges (positive/neutral/negative)
"Makasih gan,tapi produk nya saya mesen yang 16GB dateng nya mlh yang 32GB,mungkin slh masukin produk",isi ini ya ges (positive/neutral/negative)
alhamdulillah ....puas.wlau pengirimannya   hmpr mlm...tpi semuanya ok.,isi ini ya ges (positive/neutral/negative)
"Barangnya bagus,suara dan gambar jernih mudah mudahan awet,pengepakanya rapi,datang tepat waktu,kurirnya juga ramah.makasih Lazadd",isi ini ya ges (positive/neutral/negative)
"Barang cukup memuaskan, seller responsif,packing aman karena dari kayu yah.. tpi pengirimannya agak sedikit lama, tpi its ok, yang penting barang sudah sampai",isi ini ya ges (positive/neutral/negative)
"Packing rapih dan aman banget barangnya, pengiriman cepat (hari ini order, besok langsung dateng). Pokonya seller recommended, dari segi harga juga bersaing. :) ;) :D",isi ini ya ges (positive/neutral/negative)
"TV nya sudah datang alhamdulillah, amin.",isi ini ya ges (positive/neutral/negative)
produknya sesuai dgn gambar... puas bgt,isi ini ya ges (positive/neutral/negative)
"tv,a bagus bngt, layar,a jga jernih bngt",isi ini ya ges (positive/neutral/negative)
"puas sama.produknya, bagus n berkualitas",isi ini ya ges (positive/neutral/negative)
good job,isi ini ya ges (positive/neutral/negative)
bgs...,isi ini ya ges (positive/neutral/negative)
Siip,isi ini ya ges (positive/neutral/negative)
Aku puas banget sama layanan di Lazada. Pengirimannya cepat. Barangnya juga gak lecet sedikit pun. Terimakasih Lazada....,isi ini ya ges (positive/neutral/negative)
Min RAM nya emang segitu?,isi ini ya ges (positive/neutral/negative)
barang asli dan sesuai,isi ini ya ges (positive/neutral/negative)
biar bintang yang berbicara,isi ini ya ges (positive/neutral/negative)
"WD My Passport 4TB, harga paling murah dibanding tempat lain (sudah cek online dan offline), barang bagus (sudah di cek total kapasitas 3.64TB), original (bisa di-register ke web WD nya untuk garansi 3 thn), diberi beberapa software utility free diantaranya WD Security (untuk protect HD agar tdk bisa dibuka orang lain) dan ada bonus pouch, lumayan buat tempat HD nya. :)",isi ini ya ges (positive/neutral/negative)
"Order Mi Notebook Air Gold 12.5 inch sampai sesuai harapan. Barangnya asli, packagingnya aman, bagus, sellernya informatif, cepat dikirimnya dan sudah ready terinstall dengan windows 10 english version. Terima kasih banyak seller :)",isi ini ya ges (positive/neutral/negative)
"Pengiriman barang ternyata sangat cepat. Hari ke-2 barang sudah diterima dalam keadaan baik. Packing rapih dan setelah dicek, laptop bekerja sesuai harapan. Terima kasih atas layanannya yang sangat baik",isi ini ya ges (positive/neutral/negative)
"Pengirimannya benar-benar top, packingnya rapi dan aman. Barangnya oke..Windowsnya udah pakai Win 10 English version... Top deh...",isi ini ya ges (positive/neutral/negative)
Lebih keren dari perkiraan awal.. Windows 10 sudah dikonfersi ke bahasa inggris.. Mantab..,isi ini ya ges (positive/neutral/negative)
Gan kok gak dapat di kirm ke NAD. Disitu tertulis barang ini tidak dapat di kirim ke lokasi anda,isi ini ya ges (positive/neutral/negative)
"Mbak/ mas kabari ya barang kalau udah ready stok, saya rencana mau order. Mkasih",isi ini ya ges (positive/neutral/negative)
Pelayanannya baik,isi ini ya ges (positive/neutral/negative)
Pengiriman cepat barang di terima dengan baik dan lengkap langsung coba... dapat bonus USB LED dll. Recommended Seller,isi ini ya ges (positive/neutral/negative)
"Barang bagus, awet sampai sekarang",isi ini ya ges (positive/neutral/negative)
"pemasangan anti virus oleh pihak WD secara online, dibantu memasang juga, mantap #Lazadaterpercaya",isi ini ya ges (positive/neutral/negative)
"Pengiriman cpt smp.  Produk bagus, sesuai gambar. Trims...",isi ini ya ges (positive/neutral/negative)
"Saya kira antivirusnya ada kasetnya, eh ternyata cuma dikasih nomor serial disuruh download sendiri. Overall bagus lah, pengiriman cepat cuma 1 hari datang",isi ini ya ges (positive/neutral/negative)
hrg bersaing bagus,isi ini ya ges (positive/neutral/negative)
"bagus koq. cm gak pake antivirusnya aja, ribet sih :D",isi ini ya ges (positive/neutral/negative)
ntaps,isi ini ya ges (positive/neutral/negative)
"Barang sudah diterima dan pengiriman lumayan cepat, tapi ada 2 hal yg harus penjual perhatikan: 1. di etalase tv dijual dengan bonus free Braket, tapi yang datang cuma tv nya doang braketnya ga ada, 2. ongkir tercantum Rp 200.000 saya kirim sesuai yg tercantum, tp pas di cek di resi yang tercantum oleh ekspedisi Cobra ternyara cuma 75.000. tetep konsumen yang dirugikan. toko ini jadi catatan buat saya kecuali menylesaikannya",isi ini ya ges (positive/neutral/negative)
"TV nya udh seminggu blm sampai juga, Sepertinya harus meningkatkan pengiriman nya lebih diperhatikan supaya sampai sesuai estimasi, thanks",isi ini ya ges (positive/neutral/negative)
"Ini bisa nonton, dengar music, liat poto via usb gk??",isi ini ya ges (positive/neutral/negative)
sesuai pesanan.  bagus.  thanks gan,isi ini ya ges (positive/neutral/negative)
Produk dgn pesanan no 3288859132 sudah diterima,isi ini ya ges (positive/neutral/negative)
Ok sesuai sm deksripsi,isi ini ya ges (positive/neutral/negative)
"alhamdulillah barang sampai dengan aman karna peking yang bagus.. semoga barang awet, selalu amanah dan lancar rejekinya amiin 🤲",isi ini ya ges (positive/neutral/negative)
"sesuai dengan pesanan, semoga awet ya",isi ini ya ges (positive/neutral/negative)
"kualitas ori, kapasitas sesuao dengan dekripsinya",isi ini ya ges (positive/neutral/negative)
barang bagus dengan harga ok,isi ini ya ges (positive/neutral/negative)
Barang bagus dan berfungsi,isi ini ya ges (positive/neutral/negative)
virus shortcut,isi ini ya ges (positive/neutral/negative)
"packing ok, barang sesuai deskripsi.",isi ini ya ges (positive/neutral/negative)
barangnya tiba dengan selamat & cepat. tapi kemasan otg nya nggak memuaskan.,isi ini ya ges (positive/neutral/negative)
Siiplah pokonya.. Thanks lazada,isi ini ya ges (positive/neutral/negative)
"mudah2 n awet barang nya,,ada hologram nya",isi ini ya ges (positive/neutral/negative)
"Suka bgt barangx mulus lus lus and berfungsi dgan baik, thanks Lazada",isi ini ya ges (positive/neutral/negative)
"Barang sampe sesuai pada waktu nya, packingan rapi. Terima kasih Lazada.",isi ini ya ges (positive/neutral/negative)
mudah2n awet amin,isi ini ya ges (positive/neutral/negative)
warna tidak sesuai,isi ini ya ges (positive/neutral/negative)
eliminasi 2 hari packing rapi tapi warna gak sesuai yang di ingini tapi barang normal work,isi ini ya ges (positive/neutral/negative)
Product oke sesuai destkripsi..dapet Tas backpack jga..recomend seller..good dah pkknya,isi ini ya ges (positive/neutral/negative)
Laptop nya dikirim sangat top modal kaciwa,isi ini ya ges (positive/neutral/negative)
Sesuai dengan keinginan dan kebutuhan,isi ini ya ges (positive/neutral/negative)
"Paket sudah saya terima, terlambat sedikit pengirimannya tapi tidak apa apa. Thanks​ Lazada",isi ini ya ges (positive/neutral/negative)
Respon cepat dan pengiriman cepat via go send,isi ini ya ges (positive/neutral/negative)
"Flashdisk baru, waktu pas beli lagi diskon, packagingnya jga rapih so far so good",isi ini ya ges (positive/neutral/negative)
"Barang cepet sampe, thanks",isi ini ya ges (positive/neutral/negative)
"Brg sesuai , cuma delivery agak lama",isi ini ya ges (positive/neutral/negative)
"Ok deh, mantep",isi ini ya ges (positive/neutral/negative)
"flashdisk sandisk ok banget ada bonus lagi, terima kasih",isi ini ya ges (positive/neutral/negative)
barangnya bagus untuk harga semurah ini,isi ini ya ges (positive/neutral/negative)
Gan saya pesan warna biru kok yang datang warna merah?,isi ini ya ges (positive/neutral/negative)
"8 hari baru sampai, sistemnya kosong root saja tampil jadi hrs install ulang,, packingan rapi dan tersegel",isi ini ya ges (positive/neutral/negative)
Barang yg di kirim tidak sesuai dengan yang di tampilkan,isi ini ya ges (positive/neutral/negative)
"Barang sudah sampe, untuk pengriman ke Kupang NTT waktunya termasuk cepat, packing safe dan rapi. Barang sesuai gambar dan spek yang ditawarkan. Tx lazada + kenkez",isi ini ya ges (positive/neutral/negative)
Tengkyuu.... Barangnya nyampe tepat waktu.... Packing rapi dan savety banget .. Recommended seller,isi ini ya ges (positive/neutral/negative)
"Terlambat satu hari, karena kurir sampai dikantor pada malam hari. Jd besoknya baru bisa saya terima. Tp barang saya terima dengan baik. Terima kasih",isi ini ya ges (positive/neutral/negative)
Barang sesuai pemesanan. Pengiriman cepat(Jakarta),isi ini ya ges (positive/neutral/negative)
"Harddisk berjalan dengan baik, kelengkapan juga oke",isi ini ya ges (positive/neutral/negative)
"2bulan pake crashed, pdhl ga prnah jatoh",isi ini ya ges (positive/neutral/negative)
"Jum'at pesan besoknya nyampai,  Barang bagus, tdk ada cacatnya,  Terima kasih Lazada.",isi ini ya ges (positive/neutral/negative)
"Maaf baru sempat review.  Secara umum cukup puas dengan layanan penjual. Packing bagus, rapih dan aman. Fisik barang sesuai gambar dan ulasan yang ada di website, hanya saya mis-informasi aja karena ternyata HD External WD ini gak dapat sarungnya.  Overall, saya rekomendasi sellernya. Thanks dan tingkatkan selalu pelayanannya, Sukses!!",isi ini ya ges (positive/neutral/negative)
mantapppp....,isi ini ya ges (positive/neutral/negative)
"bagus, sesuai pesanan",isi ini ya ges (positive/neutral/negative)
"Flashdisk nya lucu,, sesuai dengan gambar pokoknya suka",isi ini ya ges (positive/neutral/negative)
Cukup memuaskan,isi ini ya ges (positive/neutral/negative)
Sip,isi ini ya ges (positive/neutral/negative)
"Diresponnya cepat, 2 hari datang, USB nya gak mengecewakan, sama kayak yang digambar",isi ini ya ges (positive/neutral/negative)
barang diantar dengan cepat dan sesuai dengan penjelasan yang ada. penjual merespondengan cepat.,isi ini ya ges (positive/neutral/negative)
Wkt baca2 di keterangannya ini bkn ori alias kw tp coba krn review yg lain jg ok. Tp memang ok bgt bs dipakai dgn baik. Bole yg mau beli..,isi ini ya ges (positive/neutral/negative)
barang nya sesuai dan mulus di bungkus rapi,isi ini ya ges (positive/neutral/negative)
bagus,isi ini ya ges (positive/neutral/negative)
"Matul bangetz barangnya berfungsi sesuai harapan, sukses trus bwt toko dan lazada, pengiriman super cepat blum waktunya udah lngsung dikirim mantul dah poko'e",isi ini ya ges (positive/neutral/negative)
Maap Bru ksi ulasan.barang yampe dengan slamt dan  Aman Tpi belum di coba krna belum sempet Moga awet dan dan bagus 🙏,isi ini ya ges (positive/neutral/negative)
"barang sesuai pesanan, pengiriman tepat waktu, paking rapih, puas banget",isi ini ya ges (positive/neutral/negative)
ok,isi ini ya ges (positive/neutral/negative)
Item arrived in perfect condition and still working well until today. Fast delivery and great customer service/communication.  Thanks,isi ini ya ges (positive/neutral/negative)
"Ini cuman My Passport biasa, bukan My Passport ULTRA, tulis deskripsi yang bener ya...",isi ini ya ges (positive/neutral/negative)
Awet...,isi ini ya ges (positive/neutral/negative)
Untuk semua hardisk kah gan ?,isi ini ya ges (positive/neutral/negative)
"Product ok, sesuai dengan foto,pengiriman lebih cepat dari estimasi,ok",isi ini ya ges (positive/neutral/negative)
good,isi ini ya ges (positive/neutral/negative)
Barang sesuai gambar dan bagus,isi ini ya ges (positive/neutral/negative)
tidak sesuai gambar,isi ini ya ges (positive/neutral/negative)
"3 kali cicilan,maksudnya 3 bln ya,persyaratan untuk kredit apa aja ya.",isi ini ya ges (positive/neutral/negative)
Kualitas barangny bisa di jamin g ya,isi ini ya ges (positive/neutral/negative)
Klu saya mau beli tv di lazada di jamin g ya kualitasnya.,isi ini ya ges (positive/neutral/negative)
Gmna,isi ini ya ges (positive/neutral/negative)
"Barang sampai dengan baik, packingnya bagus. Isi kotaknya lengkap, ada : casing hdd, kabel male-to-male, obeng kecil, baut, sama wadah luar. Alhamdulillaah bisa digunakan dengan baik, semoga awet. Terima kasih :)",isi ini ya ges (positive/neutral/negative)
"Pengiriman cepat, Packing rapi dan aman.  Barang sesuai deskripsi. Mulai dati pemasangan sampai pemakaian tak ada kendala, bekerja dengan normal.",isi ini ya ges (positive/neutral/negative)
Packing rapih Semoga awet Thanks lazada,isi ini ya ges (positive/neutral/negative)
packingnya rapi barangnya bagus dan murah tq,isi ini ya ges (positive/neutral/negative)
Lumayan lah untuk harga segini. Sayang ngebaca hdd 700gb lemot euy,isi ini ya ges (positive/neutral/negative)
"Cukup puas barang..., trima ksih lazada",isi ini ya ges (positive/neutral/negative)
bagus ..,isi ini ya ges (positive/neutral/negative)
lumayan,isi ini ya ges (positive/neutral/negative)
"Barang bekerja dengan baik, harga murah, tapi pengiriman agak lama. Sukses terus lazada.",isi ini ya ges (positive/neutral/negative)
"Cepat sampai, original, sudah di test dan sekarang jd tandem SSD intel saya, terima kasih.",isi ini ya ges (positive/neutral/negative)
good,isi ini ya ges (positive/neutral/negative)
pengiriman cepat barang bagus,isi ini ya ges (positive/neutral/negative)
"recomended, thx",isi ini ya ges (positive/neutral/negative)
sesuai tapi powerbanknya ringan sekali (sesuai harga sih...),isi ini ya ges (positive/neutral/negative)
barang dipacking kuat dan rapih..cepat sampai sesuai estimasi..trimakasih kotakom...,isi ini ya ges (positive/neutral/negative)
"Barang di pesan tanggal13 juli  Tgl14 barang sudah di kirim  Tanggal 26 barang sampai Memang sedikit lama,tapi saya maklum kok karena barang nya dari luar negri Packing rapi Barang berfungsi dengan baik",isi ini ya ges (positive/neutral/negative)
good dan bisa di pake,isi ini ya ges (positive/neutral/negative)
"Udah hampir 2 minggu barang belum jg nyampe.order tgl 27 april 2017,status pesanan masi aja dlm proses.gmana ni lazada?",isi ini ya ges (positive/neutral/negative)
"Barangnya udah sampai, thanks lazada",isi ini ya ges (positive/neutral/negative)
"Mohon bantuan nya, kok barangnya belom sampai udh 21hari sy tunggu gag kunjung datang, mohon diperhatikan ! Terima kasih",isi ini ya ges (positive/neutral/negative)
"Barang datang cepat, mulus.. semoga tidak ada masalah kedepannya",isi ini ya ges (positive/neutral/negative)
"Hanya bisa menyimpan sedikit file, padahal kapasitas 16 GB. Sebagian besar file lainnya tidak bisa terbaca padahal sudah saya coba beberapa kali.",isi ini ya ges (positive/neutral/negative)
Tidak bisa menyimpan data,isi ini ya ges (positive/neutral/negative)
Ga kecewa deh barang keren kemasan rapih makasih bos,isi ini ya ges (positive/neutral/negative)
Barang oke,isi ini ya ges (positive/neutral/negative)
Karna tidak bisa nyimpan film dan data,isi ini ya ges (positive/neutral/negative)
Bagus produknya,isi ini ya ges (positive/neutral/negative)
"pesanan saya yg ini belum saya terima, kenapa dibuat sudah saya terima?!  Tolong dong ini dicek lagi.",isi ini ya ges (positive/neutral/negative)
barangnya bagus,isi ini ya ges (positive/neutral/negative)
blom keterima,isi ini ya ges (positive/neutral/negative)
Produk nya mantap 👍,isi ini ya ges (positive/neutral/negative)
So far so good,isi ini ya ges (positive/neutral/negative)
Barang ok. Kiriman tepat waktu,isi ini ya ges (positive/neutral/negative)
sesuai,isi ini ya ges (positive/neutral/negative)
Barang Bagus tapi sayang pengiriman dari pihak J&T barangnya kesasar ke kota Pamekasan.  padahal sudah tercantum kota Sampang.  Utk J&T lebih hati-hati lagi ya.  untung tidak hilang barangnya.  utk Seller TOP Fast Response.,isi ini ya ges (positive/neutral/negative)
barang nyampai dgn mulus tdk ada cacat,isi ini ya ges (positive/neutral/negative)
Thanks lazada barang nya sesuai expektasi...,isi ini ya ges (positive/neutral/negative)
"barang good, pengiriman cepat, kurir mantap ramah, makasih lazada",isi ini ya ges (positive/neutral/negative)
barang berfungsi normal...semoga awet...,isi ini ya ges (positive/neutral/negative)
barang sesuai deskripsi dan orderan..,isi ini ya ges (positive/neutral/negative)
"Falshdisk bagus,, berfungsi dengan baik,,",isi ini ya ges (positive/neutral/negative)
"barang sesuai pesanan, mantab",isi ini ya ges (positive/neutral/negative)
thx lazada semoga fdnya awet,isi ini ya ges (positive/neutral/negative)
"pengiriman cepat, smoga awet..",isi ini ya ges (positive/neutral/negative)
"pengiriman cepat, brgnya mantap👍👍👍",isi ini ya ges (positive/neutral/negative)
sampai dgn selamat dan aman,isi ini ya ges (positive/neutral/negative)
saya belum terima barangnya,isi ini ya ges (positive/neutral/negative)
"Brg ok, sampai cepat",isi ini ya ges (positive/neutral/negative)
good,isi ini ya ges (positive/neutral/negative)
Mantap,isi ini ya ges (positive/neutral/negative)
